transaction_date,account_id,instrument_id,ticker,isin,transaction_type,quantity,price,position_currency
2025-06-02,ACCT00067,INS012,AGGG,IE00B3F81409,BUY,16,4.3422,USD
2025-06-02,ACCT00074,INS011,VWCE,IE00BK5BQT80,SELL,6,122.5374,EUR
2025-06-02,ACCT00076,INS011,VWCE,IE00BK5BQT80,BUY,1,122.0882,EUR
2025-06-02,ACCT00082,INS010,CSPX,IE00B5BMR087,BUY,1,585.3667,EUR
2025-06-02,ACCT00093,INS011,VWCE,IE00BK5BQT80,SELL,18,124.8997,EUR
2025-06-02,ACCT00099,INS003,ASML,NL0010273215,BUY,3,893.9701,EUR
2025-06-02,ACCT00100,INS007,TTE,FR0000120271,SELL,1,77.24,EUR
2025-06-02,ACCT00105,INS001,AAPL,US0378331005,BUY,5,233.0826,USD
2025-06-02,ACCT00106,INS007,TTE,FR0000120271,BUY,4,76.956,EUR
2025-06-02,ACCT00107,INS011,VWCE,IE00BK5BQT80,SELL,2,123.6629,EUR
2025-06-02,ACCT00109,INS005,NOVN,CH0012005267,SELL,1,106.4016,CHF
2025-06-02,ACCT00109,INS008,SAP,DE0007164600,SELL,27,191.9561,EUR
2025-06-02,ACCT00110,INS002,MSFT,US5949181045,SELL,2,367.7704,USD
2025-06-02,ACCT00111,INS011,VWCE,IE00BK5BQT80,SELL,1,125.6508,EUR
2025-06-02,ACCT00112,INS010,CSPX,IE00B5BMR087,BUY,12,580.8221,EUR
2025-06-02,ACCT00115,INS006,RO,CH0012032113,BUY,14,310.3502,CHF
2025-06-02,ACCT00117,INS009,UBSG,CH0244767585,SELL,25,29.3999,CHF
2025-06-02,ACCT00118,INS011,VWCE,IE00BK5BQT80,SELL,50,123.7928,EUR
2025-06-02,ACCT00119,INS004,NESN,CH0038863350,BUY,12,83.2052,CHF
2025-06-02,ACCT00121,INS009,UBSG,CH0244767585,SELL,25,30.0395,CHF
2025-06-02,ACCT00124,INS012,AGGG,IE00B3F81409,BUY,151,4.3972,USD
2025-06-02,ACCT00130,INS009,UBSG,CH0244767585,BUY,39,29.7385,CHF
2025-06-02,ACCT00131,INS012,AGGG,IE00B3F81409,BUY,7,4.3555,USD
2025-06-02,ACCT00133,INS002,MSFT,US5949181045,SELL,2,370.9596,USD
2025-06-02,ACCT00148,INS004,NESN,CH0038863350,SELL,3,83.4969,CHF
2025-06-02,ACCT00148,INS007,TTE,FR0000120271,BUY,16,76.0614,EUR
2025-06-02,ACCT00152,INS004,NESN,CH0038863350,BUY,14,81.8608,CHF
2025-06-02,ACCT00163,INS010,CSPX,IE00B5BMR087,SELL,2,579.0143,EUR
2025-06-02,ACCT00164,INS006,RO,CH0012032113,SELL,37,305.215,CHF
2025-06-02,ACCT00168,INS001,AAPL,US0378331005,SELL,1,227.6234,USD
2025-06-02,ACCT00169,INS012,AGGG,IE00B3F81409,BUY,169,4.3677,USD
2025-06-02,ACCT00172,INS004,NESN,CH0038863350,SELL,6,83.7662,CHF
2025-06-02,ACCT00172,INS010,CSPX,IE00B5BMR087,BUY,24,589.7253,EUR
2025-06-02,ACCT00172,INS012,AGGG,IE00B3F81409,SELL,824,4.3498,USD
2025-06-02,ACCT00174,INS008,SAP,DE0007164600,SELL,2,195.8247,EUR
2025-06-02,ACCT00176,INS001,AAPL,US0378331005,SELL,3,232.8065,USD
2025-06-02,ACCT00176,INS002,MSFT,US5949181045,SELL,1,366.6432,USD
2025-06-02,ACCT00176,INS005,NOVN,CH0012005267,SELL,31,109.3774,CHF
2025-06-02,ACCT00179,INS009,UBSG,CH0244767585,SELL,37,29.7856,CHF
2025-06-02,ACCT00179,INS010,CSPX,IE00B5BMR087,BUY,1,577.4228,EUR
2025-06-02,ACCT00179,INS011,VWCE,IE00BK5BQT80,SELL,1,125.3972,EUR
2025-06-02,ACCT00180,INS011,VWCE,IE00BK5BQT80,BUY,1,129.4307,EUR
2025-06-03,ACCT00001,INS001,AAPL,US0378331005,BUY,1,232.3125,USD
2025-06-03,ACCT00001,INS008,SAP,DE0007164600,SELL,2,192.3301,EUR
2025-06-03,ACCT00003,INS004,NESN,CH0038863350,SELL,2,82.6392,CHF
2025-06-03,ACCT00004,INS007,TTE,FR0000120271,BUY,8,76.96,EUR
2025-06-03,ACCT00008,INS008,SAP,DE0007164600,BUY,4,201.1089,EUR
2025-06-03,ACCT00014,INS001,AAPL,US0378331005,BUY,16,238.1073,USD
2025-06-03,ACCT00014,INS011,VWCE,IE00BK5BQT80,SELL,21,124.6428,EUR
2025-06-03,ACCT00016,INS004,NESN,CH0038863350,SELL,6,83.4781,CHF
2025-06-03,ACCT00016,INS012,AGGG,IE00B3F81409,BUY,101,4.3854,USD
2025-06-03,ACCT00020,INS004,NESN,CH0038863350,BUY,26,83.5017,CHF
2025-06-03,ACCT00020,INS008,SAP,DE0007164600,BUY,5,192.9135,EUR
2025-06-03,ACCT00024,INS007,TTE,FR0000120271,SELL,16,76.9841,EUR
2025-06-03,ACCT00024,INS009,UBSG,CH0244767585,BUY,18,29.2749,CHF
2025-06-03,ACCT00025,INS010,CSPX,IE00B5BMR087,SELL,3,589.7925,EUR
2025-06-03,ACCT00029,INS012,AGGG,IE00B3F81409,SELL,200,4.2787,USD
2025-06-03,ACCT00033,INS004,NESN,CH0038863350,BUY,4,83.0053,CHF
2025-06-03,ACCT00033,INS005,NOVN,CH0012005267,BUY,1,108.516,CHF
2025-06-03,ACCT00039,INS009,UBSG,CH0244767585,BUY,39,29.3495,CHF
2025-06-03,ACCT00041,INS006,RO,CH0012032113,SELL,3,310.9311,CHF
2025-06-03,ACCT00042,INS012,AGGG,IE00B3F81409,SELL,269,4.4347,USD
2025-06-03,ACCT00046,INS010,CSPX,IE00B5BMR087,SELL,1,578.5987,EUR
2025-06-03,ACCT00048,INS004,NESN,CH0038863350,BUY,3,81.6004,CHF
2025-06-03,ACCT00049,INS005,NOVN,CH0012005267,BUY,10,109.3826,CHF
2025-06-03,ACCT00049,INS012,AGGG,IE00B3F81409,BUY,127,4.3698,USD
2025-06-03,ACCT00058,INS012,AGGG,IE00B3F81409,BUY,1591,4.2963,USD
2025-06-03,ACCT00059,INS012,AGGG,IE00B3F81409,SELL,281,4.3404,USD
2025-06-03,ACCT00063,INS011,VWCE,IE00BK5BQT80,BUY,5,127.0295,EUR
2025-06-03,ACCT00067,INS011,VWCE,IE00BK5BQT80,SELL,5,124.7881,EUR
2025-06-03,ACCT00074,INS011,VWCE,IE00BK5BQT80,SELL,7,128.1534,EUR
2025-06-03,ACCT00076,INS012,AGGG,IE00B3F81409,SELL,428,4.3456,USD
2025-06-03,ACCT00079,INS012,AGGG,IE00B3F81409,SELL,534,4.3853,USD
2025-06-03,ACCT00086,INS010,CSPX,IE00B5BMR087,BUY,3,586.4577,EUR
2025-06-03,ACCT00089,INS010,CSPX,IE00B5BMR087,SELL,2,574.3185,EUR
2025-06-03,ACCT00098,INS002,MSFT,US5949181045,SELL,43,368.1877,USD
2025-06-03,ACCT00105,INS004,NESN,CH0038863350,BUY,38,82.6535,CHF
2025-06-03,ACCT00105,INS008,SAP,DE0007164600,BUY,50,196.1809,EUR
2025-06-03,ACCT00111,INS006,RO,CH0012032113,BUY,1,308.4409,CHF
2025-06-03,ACCT00117,INS005,NOVN,CH0012005267,SELL,1,107.749,CHF
2025-06-03,ACCT00118,INS008,SAP,DE0007164600,BUY,4,195.6841,EUR
2025-06-03,ACCT00118,INS012,AGGG,IE00B3F81409,BUY,625,4.3665,USD
2025-06-03,ACCT00119,INS011,VWCE,IE00BK5BQT80,BUY,8,126.7703,EUR
2025-06-03,ACCT00123,INS006,RO,CH0012032113,SELL,1,307.2347,CHF
2025-06-03,ACCT00127,INS001,AAPL,US0378331005,BUY,2,232.1413,USD
2025-06-03,ACCT00127,INS007,TTE,FR0000120271,SELL,3,75.1586,EUR
2025-06-03,ACCT00128,INS009,UBSG,CH0244767585,BUY,41,29.4727,CHF
2025-06-03,ACCT00129,INS005,NOVN,CH0012005267,SELL,2,106.8264,CHF
2025-06-03,ACCT00134,INS010,CSPX,IE00B5BMR087,BUY,2,585.9509,EUR
2025-06-03,ACCT00137,INS012,AGGG,IE00B3F81409,SELL,937,4.3903,USD
2025-06-03,ACCT00138,INS012,AGGG,IE00B3F81409,SELL,138,4.4238,USD
2025-06-03,ACCT00142,INS006,RO,CH0012032113,SELL,1,312.7975,CHF
2025-06-03,ACCT00142,INS012,AGGG,IE00B3F81409,BUY,19,4.3345,USD
2025-06-03,ACCT00144,INS011,VWCE,IE00BK5BQT80,BUY,3,122.2312,EUR
2025-06-03,ACCT00147,INS011,VWCE,IE00BK5BQT80,BUY,1,125.3146,EUR
2025-06-03,ACCT00150,INS002,MSFT,US5949181045,SELL,1,366.6629,USD
2025-06-03,ACCT00153,INS005,NOVN,CH0012005267,BUY,35,106.8101,CHF
2025-06-03,ACCT00156,INS004,NESN,CH0038863350,SELL,9,82.219,CHF
2025-06-03,ACCT00158,INS004,NESN,CH0038863350,SELL,99,81.7397,CHF
2025-06-03,ACCT00158,INS012,AGGG,IE00B3F81409,SELL,2191,4.3139,USD
2025-06-03,ACCT00159,INS012,AGGG,IE00B3F81409,BUY,7,4.3382,USD
2025-06-03,ACCT00165,INS008,SAP,DE0007164600,BUY,6,197.4287,EUR
2025-06-03,ACCT00165,INS009,UBSG,CH0244767585,SELL,3,29.7829,CHF
2025-06-03,ACCT00165,INS010,CSPX,IE00B5BMR087,SELL,3,587.7286,EUR
2025-06-03,ACCT00166,INS011,VWCE,IE00BK5BQT80,BUY,35,124.813,EUR
2025-06-03,ACCT00166,INS012,AGGG,IE00B3F81409,BUY,200,4.449,USD
2025-06-03,ACCT00167,INS009,UBSG,CH0244767585,SELL,30,29.9867,CHF
2025-06-03,ACCT00168,INS008,SAP,DE0007164600,SELL,1,193.3182,EUR
2025-06-03,ACCT00170,INS011,VWCE,IE00BK5BQT80,SELL,3,125.2745,EUR
2025-06-03,ACCT00172,INS010,CSPX,IE00B5BMR087,BUY,14,577.176,EUR
2025-06-03,ACCT00177,INS002,MSFT,US5949181045,BUY,9,370.4092,USD
2025-06-03,ACCT00177,INS007,TTE,FR0000120271,SELL,3,75.9479,EUR
2025-06-03,ACCT00178,INS007,TTE,FR0000120271,SELL,16,75.5756,EUR
2025-06-03,ACCT00178,INS010,CSPX,IE00B5BMR087,BUY,1,591.9477,EUR
2025-06-03,ACCT00180,INS011,VWCE,IE00BK5BQT80,BUY,12,125.5616,EUR
2025-06-04,ACCT00006,INS006,RO,CH0012032113,BUY,6,305.0385,CHF
2025-06-04,ACCT00007,INS006,RO,CH0012032113,BUY,2,303.0648,CHF
2025-06-04,ACCT00009,INS011,VWCE,IE00BK5BQT80,SELL,10,125.7743,EUR
2025-06-04,ACCT00011,INS012,AGGG,IE00B3F81409,SELL,527,4.2953,USD
2025-06-04,ACCT00012,INS010,CSPX,IE00B5BMR087,SELL,19,582.6606,EUR
2025-06-04,ACCT00013,INS008,SAP,DE0007164600,BUY,3,199.0517,EUR
2025-06-04,ACCT00013,INS011,VWCE,IE00BK5BQT80,BUY,25,127.0964,EUR
2025-06-04,ACCT00016,INS007,TTE,FR0000120271,SELL,3,76.0908,EUR
2025-06-04,ACCT00017,INS009,UBSG,CH0244767585,SELL,17,30.235,CHF
2025-06-04,ACCT00019,INS011,VWCE,IE00BK5BQT80,BUY,1,127.7322,EUR
2025-06-04,ACCT00019,INS012,AGGG,IE00B3F81409,SELL,197,4.3325,USD
2025-06-04,ACCT00022,INS009,UBSG,CH0244767585,BUY,7,30.0491,CHF
2025-06-04,ACCT00030,INS005,NOVN,CH0012005267,BUY,2,106.4378,CHF
2025-06-04,ACCT00030,INS011,VWCE,IE00BK5BQT80,SELL,3,124.6893,EUR
2025-06-04,ACCT00031,INS011,VWCE,IE00BK5BQT80,SELL,4,125.0664,EUR
2025-06-04,ACCT00035,INS009,UBSG,CH0244767585,BUY,11,29.7098,CHF
2025-06-04,ACCT00036,INS007,TTE,FR0000120271,BUY,2,77.3846,EUR
2025-06-04,ACCT00038,INS005,NOVN,CH0012005267,SELL,6,107.7328,CHF
2025-06-04,ACCT00039,INS012,AGGG,IE00B3F81409,SELL,133,4.296,USD
2025-06-04,ACCT00040,INS009,UBSG,CH0244767585,BUY,17,30.0073,CHF
2025-06-04,ACCT00045,INS010,CSPX,IE00B5BMR087,BUY,2,587.0346,EUR
2025-06-04,ACCT00047,INS011,VWCE,IE00BK5BQT80,BUY,2,126.4205,EUR
2025-06-04,ACCT00050,INS012,AGGG,IE00B3F81409,SELL,43,4.2631,USD
2025-06-04,ACCT00057,INS009,UBSG,CH0244767585,SELL,173,29.3834,CHF
2025-06-04,ACCT00058,INS011,VWCE,IE00BK5BQT80,SELL,2,126.096,EUR
2025-06-04,ACCT00065,INS007,TTE,FR0000120271,BUY,5,77.8456,EUR
2025-06-04,ACCT00069,INS006,RO,CH0012032113,SELL,4,310.1436,CHF
2025-06-04,ACCT00070,INS004,NESN,CH0038863350,SELL,19,82.082,CHF
2025-06-04,ACCT00078,INS005,NOVN,CH0012005267,SELL,54,105.3639,CHF
2025-06-04,ACCT00080,INS002,MSFT,US5949181045,SELL,6,370.2102,USD
2025-06-04,ACCT00083,INS004,NESN,CH0038863350,SELL,8,84.1011,CHF
2025-06-04,ACCT00083,INS011,VWCE,IE00BK5BQT80,BUY,33,126.697,EUR
2025-06-04,ACCT00084,INS012,AGGG,IE00B3F81409,BUY,17,4.3612,USD
2025-06-04,ACCT00085,INS002,MSFT,US5949181045,SELL,4,371.6865,USD
2025-06-04,ACCT00088,INS012,AGGG,IE00B3F81409,BUY,7,4.4071,USD
2025-06-04,ACCT00089,INS002,MSFT,US5949181045,BUY,11,370.2366,USD
2025-06-04,ACCT00089,INS005,NOVN,CH0012005267,SELL,10,104.9464,CHF
2025-06-04,ACCT00089,INS011,VWCE,IE00BK5BQT80,SELL,10,125.4623,EUR
2025-06-04,ACCT00093,INS012,AGGG,IE00B3F81409,BUY,334,4.3515,USD
2025-06-04,ACCT00096,INS012,AGGG,IE00B3F81409,SELL,315,4.3375,USD
2025-06-04,ACCT00097,INS008,SAP,DE0007164600,BUY,3,193.1105,EUR
2025-06-04,ACCT00103,INS005,NOVN,CH0012005267,SELL,2,106.3896,CHF
2025-06-04,ACCT00105,INS001,AAPL,US0378331005,BUY,2,232.9723,USD
2025-06-04,ACCT00105,INS009,UBSG,CH0244767585,BUY,5,30.2166,CHF
2025-06-04,ACCT00107,INS012,AGGG,IE00B3F81409,SELL,229,4.3559,USD
2025-06-04,ACCT00108,INS009,UBSG,CH0244767585,BUY,3,29.8802,CHF
2025-06-04,ACCT00114,INS001,AAPL,US0378331005,BUY,139,233.7761,USD
2025-06-04,ACCT00120,INS001,AAPL,US0378331005,SELL,4,229.5706,USD
2025-06-04,ACCT00124,INS012,AGGG,IE00B3F81409,BUY,72,4.4084,USD
2025-06-04,ACCT00130,INS008,SAP,DE0007164600,SELL,1,189.0094,EUR
2025-06-04,ACCT00132,INS008,SAP,DE0007164600,BUY,1,196.1335,EUR
2025-06-04,ACCT00132,INS012,AGGG,IE00B3F81409,BUY,546,4.418,USD
2025-06-04,ACCT00133,INS011,VWCE,IE00BK5BQT80,BUY,52,127.8002,EUR
2025-06-04,ACCT00138,INS010,CSPX,IE00B5BMR087,SELL,2,573.5645,EUR
2025-06-04,ACCT00141,INS011,VWCE,IE00BK5BQT80,BUY,2,126.1654,EUR
2025-06-04,ACCT00142,INS012,AGGG,IE00B3F81409,BUY,362,4.4267,USD
2025-06-04,ACCT00146,INS009,UBSG,CH0244767585,SELL,1,29.7714,CHF
2025-06-04,ACCT00156,INS008,SAP,DE0007164600,SELL,1,194.6644,EUR
2025-06-04,ACCT00156,INS012,AGGG,IE00B3F81409,SELL,6,4.3357,USD
2025-06-04,ACCT00157,INS007,TTE,FR0000120271,SELL,5,75.2747,EUR
2025-06-04,ACCT00158,INS010,CSPX,IE00B5BMR087,SELL,9,587.1072,EUR
2025-06-04,ACCT00160,INS012,AGGG,IE00B3F81409,BUY,28,4.3519,USD
2025-06-04,ACCT00161,INS012,AGGG,IE00B3F81409,BUY,1020,4.4785,USD
2025-06-04,ACCT00162,INS011,VWCE,IE00BK5BQT80,BUY,8,126.1745,EUR
2025-06-04,ACCT00163,INS009,UBSG,CH0244767585,BUY,5,29.7171,CHF
2025-06-04,ACCT00170,INS001,AAPL,US0378331005,BUY,2,234.87,USD
2025-06-04,ACCT00171,INS007,TTE,FR0000120271,SELL,28,76.7297,EUR
2025-06-04,ACCT00172,INS012,AGGG,IE00B3F81409,SELL,636,4.3853,USD
2025-06-04,ACCT00175,INS012,AGGG,IE00B3F81409,SELL,163,4.2994,USD
2025-06-04,ACCT00176,INS009,UBSG,CH0244767585,BUY,22,30.1771,CHF
2025-06-04,ACCT00176,INS012,AGGG,IE00B3F81409,BUY,294,4.3452,USD
2025-06-05,ACCT00002,INS011,VWCE,IE00BK5BQT80,BUY,3,125.5433,EUR
2025-06-05,ACCT00002,INS012,AGGG,IE00B3F81409,SELL,978,4.3756,USD
2025-06-05,ACCT00003,INS006,RO,CH0012032113,SELL,3,303.9909,CHF
2025-06-05,ACCT00006,INS007,TTE,FR0000120271,BUY,2,76.8633,EUR
2025-06-05,ACCT00006,INS008,SAP,DE0007164600,BUY,66,196.215,EUR
2025-06-05,ACCT00007,INS012,AGGG,IE00B3F81409,SELL,28,4.4295,USD
2025-06-05,ACCT00010,INS012,AGGG,IE00B3F81409,BUY,120,4.362,USD
2025-06-05,ACCT00011,INS012,AGGG,IE00B3F81409,SELL,5948,4.3064,USD
2025-06-05,ACCT00012,INS008,SAP,DE0007164600,BUY,88,193.2768,EUR
2025-06-05,ACCT00013,INS012,AGGG,IE00B3F81409,SELL,399,4.2813,USD
2025-06-05,ACCT00016,INS012,AGGG,IE00B3F81409,BUY,181,4.2339,USD
2025-06-05,ACCT00018,INS009,UBSG,CH0244767585,BUY,4,30.0642,CHF
2025-06-05,ACCT00020,INS002,MSFT,US5949181045,BUY,11,360.8336,USD
2025-06-05,ACCT00020,INS010,CSPX,IE00B5BMR087,BUY,6,592.0987,EUR
2025-06-05,ACCT00024,INS010,CSPX,IE00B5BMR087,SELL,1,568.4843,EUR
2025-06-05,ACCT00025,INS004,NESN,CH0038863350,BUY,5,81.5464,CHF
2025-06-05,ACCT00025,INS012,AGGG,IE00B3F81409,SELL,5,4.3767,USD
2025-06-05,ACCT00027,INS012,AGGG,IE00B3F81409,SELL,7,4.3817,USD
2025-06-05,ACCT00032,INS008,SAP,DE0007164600,SELL,4,189.1071,EUR
2025-06-05,ACCT00036,INS010,CSPX,IE00B5BMR087,BUY,1,591.3814,EUR
2025-06-05,ACCT00037,INS005,NOVN,CH0012005267,SELL,3,106.4667,CHF
2025-06-05,ACCT00039,INS005,NOVN,CH0012005267,BUY,6,108.9314,CHF
2025-06-05,ACCT00040,INS010,CSPX,IE00B5BMR087,BUY,1,585.3806,EUR
2025-06-05,ACCT00042,INS010,CSPX,IE00B5BMR087,SELL,1,580.8203,EUR
2025-06-05,ACCT00042,INS011,VWCE,IE00BK5BQT80,SELL,8,123.6041,EUR
2025-06-05,ACCT00044,INS012,AGGG,IE00B3F81409,BUY,44,4.2524,USD
2025-06-05,ACCT00048,INS007,TTE,FR0000120271,SELL,5,76.2806,EUR
2025-06-05,ACCT00049,INS004,NESN,CH0038863350,SELL,7,82.0059,CHF
2025-06-05,ACCT00050,INS001,AAPL,US0378331005,SELL,2,233.6937,USD
2025-06-05,ACCT00054,INS008,SAP,DE0007164600,BUY,1,199.8893,EUR
2025-06-05,ACCT00058,INS005,NOVN,CH0012005267,BUY,5,107.3284,CHF
2025-06-05,ACCT00059,INS010,CSPX,IE00B5BMR087,SELL,1,572.0542,EUR
2025-06-05,ACCT00060,INS012,AGGG,IE00B3F81409,BUY,4490,4.3632,USD
2025-06-05,ACCT00061,INS010,CSPX,IE00B5BMR087,BUY,2,587.222,EUR
2025-06-05,ACCT00061,INS012,AGGG,IE00B3F81409,BUY,300,4.3021,USD
2025-06-05,ACCT00062,INS010,CSPX,IE00B5BMR087,SELL,6,581.8225,EUR
2025-06-05,ACCT00062,INS012,AGGG,IE00B3F81409,SELL,7,4.4057,USD
2025-06-05,ACCT00063,INS004,NESN,CH0038863350,BUY,4,83.8931,CHF
2025-06-05,ACCT00070,INS008,SAP,DE0007164600,BUY,3,196.3505,EUR
2025-06-05,ACCT00070,INS010,CSPX,IE00B5BMR087,BUY,1,599.5295,EUR
2025-06-05,ACCT00072,INS009,UBSG,CH0244767585,SELL,9,29.528,CHF
2025-06-05,ACCT00073,INS005,NOVN,CH0012005267,SELL,3,105.2931,CHF
2025-06-05,ACCT00076,INS004,NESN,CH0038863350,BUY,5,83.0719,CHF
2025-06-05,ACCT00077,INS008,SAP,DE0007164600,SELL,5,196.1496,EUR
2025-06-05,ACCT00077,INS012,AGGG,IE00B3F81409,BUY,77,4.383,USD
2025-06-05,ACCT00078,INS008,SAP,DE0007164600,SELL,17,193.1848,EUR
2025-06-05,ACCT00078,INS010,CSPX,IE00B5BMR087,SELL,19,579.3941,EUR
2025-06-05,ACCT00080,INS006,RO,CH0012032113,SELL,1,307.9016,CHF
2025-06-05,ACCT00084,INS009,UBSG,CH0244767585,SELL,10,29.7774,CHF
2025-06-05,ACCT00085,INS009,UBSG,CH0244767585,BUY,8,30.2248,CHF
2025-06-05,ACCT00086,INS005,NOVN,CH0012005267,BUY,40,105.8188,CHF
2025-06-05,ACCT00093,INS012,AGGG,IE00B3F81409,BUY,335,4.3767,USD
2025-06-05,ACCT00096,INS007,TTE,FR0000120271,SELL,32,77.9252,EUR
2025-06-05,ACCT00096,INS012,AGGG,IE00B3F81409,SELL,2316,4.3882,USD
2025-06-05,ACCT00097,INS010,CSPX,IE00B5BMR087,BUY,2,591.0574,EUR
2025-06-05,ACCT00098,INS004,NESN,CH0038863350,SELL,889,82.1945,CHF
2025-06-05,ACCT00099,INS012,AGGG,IE00B3F81409,BUY,46,4.2965,USD
2025-06-05,ACCT00103,INS009,UBSG,CH0244767585,SELL,23,29.8817,CHF
2025-06-05,ACCT00105,INS010,CSPX,IE00B5BMR087,SELL,15,578.8515,EUR
2025-06-05,ACCT00106,INS011,VWCE,IE00BK5BQT80,BUY,4,127.436,EUR
2025-06-05,ACCT00108,INS004,NESN,CH0038863350,BUY,21,80.9932,CHF
2025-06-05,ACCT00111,INS012,AGGG,IE00B3F81409,SELL,21,4.3821,USD
2025-06-05,ACCT00118,INS009,UBSG,CH0244767585,SELL,2,30.0448,CHF
2025-06-05,ACCT00119,INS004,NESN,CH0038863350,BUY,106,83.0262,CHF
2025-06-05,ACCT00127,INS008,SAP,DE0007164600,BUY,6,197.9786,EUR
2025-06-05,ACCT00127,INS011,VWCE,IE00BK5BQT80,SELL,19,123.6074,EUR
2025-06-05,ACCT00128,INS007,TTE,FR0000120271,SELL,47,77.0962,EUR
2025-06-05,ACCT00137,INS012,AGGG,IE00B3F81409,SELL,1078,4.2691,USD
2025-06-05,ACCT00139,INS002,MSFT,US5949181045,SELL,2,367.3084,USD
2025-06-05,ACCT00141,INS012,AGGG,IE00B3F81409,SELL,69,4.3288,USD
2025-06-05,ACCT00149,INS007,TTE,FR0000120271,BUY,24,76.8493,EUR
2025-06-05,ACCT00152,INS008,SAP,DE0007164600,BUY,1,195.1448,EUR
2025-06-05,ACCT00153,INS004,NESN,CH0038863350,BUY,5,84.3279,CHF
2025-06-05,ACCT00160,INS004,NESN,CH0038863350,BUY,2,82.537,CHF
2025-06-05,ACCT00162,INS004,NESN,CH0038863350,BUY,6,83.2349,CHF
2025-06-05,ACCT00164,INS004,NESN,CH0038863350,SELL,9,82.8905,CHF
2025-06-05,ACCT00169,INS009,UBSG,CH0244767585,BUY,1,30.7012,CHF
2025-06-05,ACCT00171,INS012,AGGG,IE00B3F81409,BUY,234,4.3236,USD
2025-06-05,ACCT00174,INS004,NESN,CH0038863350,BUY,1,82.3802,CHF
2025-06-05,ACCT00180,INS004,NESN,CH0038863350,SELL,1,83.0534,CHF
2025-06-05,ACCT00180,INS009,UBSG,CH0244767585,BUY,13,29.8909,CHF
2025-06-06,ACCT00002,INS005,NOVN,CH0012005267,BUY,10,106.8578,CHF
2025-06-06,ACCT00013,INS007,TTE,FR0000120271,BUY,7,75.4481,EUR
2025-06-06,ACCT00015,INS010,CSPX,IE00B5BMR087,SELL,20,576.862,EUR
2025-06-06,ACCT00020,INS004,NESN,CH0038863350,BUY,94,83.7376,CHF
2025-06-06,ACCT00026,INS001,AAPL,US0378331005,BUY,12,233.7275,USD
2025-06-06,ACCT00029,INS011,VWCE,IE00BK5BQT80,BUY,17,128.5134,EUR
2025-06-06,ACCT00029,INS012,AGGG,IE00B3F81409,SELL,52,4.3764,USD
2025-06-06,ACCT00030,INS012,AGGG,IE00B3F81409,SELL,274,4.3316,USD
2025-06-06,ACCT00032,INS011,VWCE,IE00BK5BQT80,SELL,16,125.0901,EUR
2025-06-06,ACCT00036,INS009,UBSG,CH0244767585,SELL,5,29.6298,CHF
2025-06-06,ACCT00038,INS004,NESN,CH0038863350,SELL,101,83.5144,CHF
